150
39,71,19,46,15,53,20,23,30,32,23,27,57,62,9,19,64,49,56,70,82,68,0,10,99,3,80,5,4,51,52,80,22,36,4,85,20,56,93,36,15,65,17,37,59,19,56,53,97,83,24,8,98,33,43,8,42,2,73,47,23,45,9,26,97,17,65,20,83,94,23,70,84,72,77,84,49,21,6,18,82,75,26,32,30,92,10,0,47,4,51,14,40,62,88,2,60,90,85,30,22,83,13,36,51,92,93,44,79,85,77,89,53,34,2,91,82,82,87,79,91,81,63,63,86,80,3,65,74,92,40,51,80,78,33,53,90,45,51,11,63,32,82,47,95,49,28,43,80,53
4,62,10,38,82,87,10,53,4,33,60,50,50,18,9,41,51,37,47,0,39,44,67,58,51,14,71,49,30,55,23,25,44,87,16,16,24,48,66,84,45,59,28,11,87,58,6,61,19,95,29,29,54,57,94,53,88,96,0,89,55,81,52,98,28,0,44,86,31,97,33,59,64,90,26,19,97,61,46,20,78,30,45,53,58,93,79,59,55,86,19,70,61,62,45,23,98,75,3,12,47,85,39,61,62,41,77,10,79,2,96,38,52,36,38,49,59,66,44,18,57,44,54,44,54,61,96,24,14,93,27,0,28,79,68,40,16,99,8,18,45,91,97,40,51,12,7,58,9,96
98,79,83,31,70,85,76,38,67,11,95,4,14,47,79,12,60,26,38,87,11,43,30,37,79,69,34,23,44,91,76,84,23,86,54,50,62,54,41,40,31,18,62,71,86,53,36,93,99,59,82,95,65,41,85,12,17,61,59,86,4,13,32,72,79,59,16,97,84,37,51,5,98,16,60,60,81,95,94,51,57,70,67,19,16,13,90,64,87,3,80,46,7,16,26,40,95,5,51,88,8,79,11,74,99,87,90,19,13,65,1,69,1,35,13,39,73,36,79,8,15,1,90,64,98,15,21,25,32,55,90,68,54,36,74,72,75,1,40,38,93,90,85,21,84,33,19,94,24,72
67,15,63,17,61,59,83,43,56,19,75,63,77,98,14,93,97,51,25,66,76,71,44,30,43,57,6,91,70,10,2,3,6,60,24,48,9,96,60,7,57,49,84,99,37,3,2,86,99,57,43,97,39,85,4,68,38,4,72,50,10,71,40,51,59,36,28,58,6,19,86,61,5,37,44,7,19,13,27,28,57,90,76,97,26,82,58,7,80,22,65,50,7,49,50,82,25,5,3,93,24,8,0,87,37,24,89,92,57,72,89,78,5,10,23,57,0,76,47,93,43,31,75,11,81,39,68,44,43,12,0,14,22,54,5,63,6,20,48,58,82,40,37,95,36,45,23,41,57,68
66,19,35,75,33,28,23,82,2,22,91,61,2,31,40,42,54,0,90,51,21,30,75,90,49,71,37,88,69,86,82,30,64,95,79,33,2,40,88,1,7,83,12,68,28,11,3,24,68,64,43,38,93,10,71,3,55,20,99,91,49,69,9,93,14,89,46,91,6,98,32,34,58,41,32,66,24,90,75,34,49,43,22,47,41,52,7,95,45,92,52,16,7,22,91,56,26,74,81,45,4,65,41,5,15,4,73,44,79,59,66,79,52,32,99,30,96,40,93,19,6,40,14,52,26,68,19,13,93,40,99,11,97,30,2,54,33,85,7,60,0,42,90,85,7,79,30,39,85,11
88,28,51,26,24,81,31,29,80,83,37,75,1,82,84,32,29,33,72,53,60,93,76,24,14,35,8,48,70,50,83,22,44,58,45,80,53,32,92,79,26,67,29,10,47,90,2,84,3,41,83,42,1,23,63,63,31,85,23,23,79,70,48,36,43,9,67,98,76,23,11,2,82,93,42,84,70,99,54,85,2,97,10,34,85,81,70,89,82,73,39,47,64,28,37,70,3,82,29,95,53,90,48,76,69,70,34,62,94,32,68,89,9,58,72,11,28,40,66,50,11,66,4,92,72,55,6,22,53,67,87,93,18,96,74,78,88,64,29,0,7,32,39,78,92,36,83,56,9,40
3,85,58,26,34,59,78,79,50,26,48,60,2,92,10,98,15,28,31,15,82,78,57,40,55,99,91,85,85,23,87,93,11,57,26,86,51,69,51,65,54,25,68,59,39,61,6,16,57,57,28,76,47,60,57,98,42,16,43,39,78,89,0,85,12,84,51,38,46,87,17,68,91,77,16,68,44,18,31,10,18,53,55,41,69,30,9,38,16,78,22,62,36,41,45,7,73,63,94,96,43,92,90,88,23,35,9,67,74,27,82,44,76,12,26,69,92,87,78,97,97,94,62,26,44,25,34,31,32,53,44,48,60,7,55,25,71,23,17,9,30,76,35,50,22,25,76,70,95,47
28,91,74,72,52,78,66,62,25,27,5,26,37,5,34,18,22,69,31,71,48,90,11,61,52,18,32,90,80,90,60,84,22,8,48,77,0,3,36,36,77,36,2,60,85,75,41,89,57,93,75,2,1,62,22,47,70,10,85,63,16,8,56,45,44,77,12,55,32,4,18,35,39,2,40,40,53,79,61,76,73,47,14,93,50,6,17,25,94,32,85,89,75,28,23,60,70,63,82,4,11,65,72,33,97,77,97,22,3,36,54,95,82,11,34,9,66,47,48,77,43,91,88,61,77,88,58,94,31,18,87,63,69,37,59,48,54,18,95,79,33,61,94,36,90,35,12,13,62,10
3,34,33,0,78,20,95,59,91,98,39,11,70,81,90,1,18,69,82,3,7,49,7,33,55,83,22,21,16,14,30,80,6,25,54,57,73,21,97,3,91,50,40,18,22,78,57,56,68,39,80,92,20,95,70,61,81,85,87,16,71,23,94,90,1,10,20,52,50,10,59,66,45,27,85,58,1,79,61,12,26,70,75,65,71,58,87,16,35,59,30,4,48,7,4,56,96,67,64,63,65,46,65,43,46,85,87,0,34,73,90,79,71,69,26,64,43,35,16,18,76,67,99,16,3,0,3,76,12,11,57,53,79,72,4,89,89,94,36,92,17,44,85,77,90,69,27,9,18,42
39,37,28,16,2,35,98,83,44,61,62,35,77,86,51,6,3,89,52,92,68,88,96,9,43,59,91,76,21,34,21,78,15,60,55,85,55,12,35,32,48,79,95,87,66,87,2,33,68,47,16,31,32,38,63,3,70,92,29,89,44,21,50,32,43,64,79,11,72,75,20,30,98,68,0,55,12,76,47,54,10,89,83,74,27,49,0,36,40,96,55,79,51,93,37,21,90,56,33,21,67,57,37,82,22,48,21,25,37,34,25,84,77,75,83,17,21,88,83,60,75,65,90,64,28,77,50,7,56,94,63,59,69,79,29,72,60,45,4,14,27,90,41,65,51,53,50,96,83,4
95,97,14,16,37,70,57,37,16,64,40,26,20,90,56,40,6,65,94,50,55,93,3,77,86,18,93,69,91,65,53,37,29,85,8,61,7,93,33,25,29,47,81,54,4,92,93,31,24,72,88,0,65,65,43,53,59,49,17,84,27,97,78,9,62,25,21,8,7,68,39,68,72,62,19,72,69,61,28,86,8,69,90,78,38,26,70,15,81,37,74,24,75,93,80,31,87,97,28,7,69,33,76,37,81,10,64,62,64,92,21,65,94,81,9,92,59,85,54,46,32,62,13,23,17,99,12,8,94,46,85,24,29,5,12,47,26,8,47,96,70,64,89,66,24,66,16,73,99,46
18,42,87,51,6,74,92,0,72,22,7,29,48,63,47,21,4,89,39,8,8,0,85,34,50,48,34,18,39,85,39,55,70,2,74,73,97,21,65,67,64,65,95,67,69,33,66,34,27,7,90,98,40,93,28,19,45,27,54,25,95,22,12,82,44,2,5,79,22,47,58,24,51,38,8,42,54,22,23,86,31,0,43,20,84,92,81,96,48,4,81,96,86,29,90,87,3,85,83,67,30,15,98,6,77,19,33,63,49,53,45,59,85,97,35,34,95,91,50,26,67,2,49,49,16,93,25,64,73,63,30,31,63,82,33,86,97,72,8,41,73,54,82,37,56,87,50,42,9,71
89,43,50,37,92,93,23,20,83,45,83,90,42,30,7,55,16,57,60,49,3,66,54,69,91,58,24,43,78,29,76,42,27,82,9,11,12,10,99,13,55,90,62,48,63,92,3,72,74,44,63,3,17,83,8,74,89,74,64,82,12,30,97,64,82,93,21,80,55,20,85,65,50,3,97,52,68,88,73,27,38,23,16,92,50,31,62,86,9,81,9,41,67,68,66,43,22,61,24,13,30,69,36,75,37,64,98,22,94,71,51,75,38,71,8,2,40,87,30,19,44,48,70,2,75,83,55,6,2,55,1,59,29,62,38,4,1,29,65,28,41,92,18,43,13,35,14,45,65,72
85,9,31,2,47,84,8,89,74,38,11,48,83,5,66,22,19,49,13,6,79,72,43,31,83,25,11,40,65,77,65,79,19,60,43,89,49,16,72,18,13,93,45,8,97,54,67,17,11,77,8,36,66,1,75,70,97,58,16,50,77,48,17,48,61,59,33,18,41,73,5,25,15,11,22,80,17,36,6,94,69,42,4,38,45,12,93,81,18,32,5,50,83,7,5,90,29,65,74,58,91,63,20,3,47,74,32,52,98,90,21,11,72,48,55,97,8,12,96,95,19,56,67,82,38,0,13,44,81,26,16,46,45,26,54,75,55,51,35,62,37,17,3,66,47,65,93,41,71,35
33,40,89,9,52,21,68,97,73,10,45,61,30,42,30,16,93,75,21,33,23,26,39,28,35,42,9,61,78,83,80,55,76,0,15,24,76,8,20,97,31,51,23,19,36,90,35,80,1,12,38,97,60,4,97,65,48,68,76,43,10,5,96,90,42,39,67,33,82,79,58,34,54,3,34,98,15,78,34,91,45,92,7,4,7,97,60,81,90,33,40,82,2,79,69,21,45,24,55,75,29,18,3,45,31,22,79,14,84,9,58,80,49,51,72,21,79,59,55,37,57,79,34,73,73,95,15,17,4,29,36,52,43,36,68,73,79,33,27,31,74,18,76,12,22,9,18,23,45,7
4,72,64,49,2,58,22,24,10,60,62,35,37,25,66,62,68,90,23,88,57,21,3,88,9,61,60,56,94,31,41,87,24,77,4,62,67,8,10,1,53,51,87,18,38,61,30,42,98,19,5,64,23,58,4,75,88,63,88,27,97,61,48,63,11,29,4,40,28,47,98,67,18,96,82,75,17,92,71,81,27,81,30,27,5,8,10,11,75,27,64,52,84,51,37,13,2,65,60,22,49,57,9,44,95,54,27,67,83,94,82,22,19,59,98,76,91,70,15,17,37,45,8,65,47,91,30,63,9,41,31,6,82,87,47,44,10,87,69,64,49,44,77,85,82,89,77,60,55,60
45,96,64,56,26,69,76,0,15,7,52,57,11,51,0,79,54,81,2,45,88,76,79,56,88,67,81,95,51,5,53,81,50,41,0,62,66,75,8,9,85,9,45,95,81,91,75,14,46,90,16,29,11,46,72,8,80,61,68,63,26,10,21,97,33,51,19,88,42,47,71,77,5,72,15,91,42,85,10,11,40,39,24,32,70,37,73,47,3,60,92,57,35,51,9,36,29,60,70,49,81,48,0,56,42,19,41,21,41,28,89,23,91,93,31,23,42,73,57,32,10,40,25,46,14,17,43,27,6,99,81,72,4,27,40,88,32,90,38,28,89,31,42,13,74,18,46,11,72,25
84,85,7,62,24,21,25,18,13,26,34,57,83,84,94,16,9,5,98,83,96,55,66,2,91,91,44,36,45,43,2,84,84,12,17,23,82,73,22,16,62,7,53,7,94,20,84,71,38,48,0,63,55,14,23,43,73,19,44,82,77,2,9,85,56,78,61,51,96,72,12,51,63,87,63,88,20,30,48,65,2,9,69,29,6,40,23,33,46,62,91,75,32,20,15,28,72,18,69,62,95,65,48,84,55,91,62,70,98,55,78,2,13,49,0,19,20,89,91,62,39,76,26,25,65,50,86,88,52,30,89,75,60,67,7,46,80,14,57,47,26,49,85,53,16,42,31,78,13,95
8,51,2,34,38,48,26,74,29,51,25,93,90,35,74,29,62,30,95,56,88,24,85,80,20,59,16,62,94,2,34,76,34,2,96,20,87,53,35,10,59,3,86,96,68,79,52,7,46,50,25,39,63,95,10,17,49,63,49,22,93,50,97,31,87,5,96,25,98,88,10,88,71,14,20,71,50,67,52,37,19,41,39,34,79,70,30,36,32,67,1,71,17,79,32,38,38,77,80,17,79,51,36,6,6,69,76,47,41,78,44,50,95,29,25,15,67,22,87,67,9,62,31,65,63,27,56,84,41,65,79,40,30,75,50,32,0,26,25,37,32,40,1,50,93,24,68,86,99,74
71,50,55,84,29,77,32,48,13,22,38,54,73,0,84,61,65,66,19,2,2,69,60,2,79,61,95,8,5,6,87,8,78,31,40,45,68,41,72,93,92,57,48,59,86,84,26,35,36,52,66,1,49,43,65,13,59,61,44,21,64,55,15,36,45,88,65,7,59,48,65,17,40,13,82,65,43,77,90,87,44,88,47,77,47,18,67,26,97,48,85,50,5,82,52,52,59,89,30,40,87,20,70,75,14,88,69,60,56,96,37,9,64,36,78,77,66,5,81,32,39,18,93,72,12,92,70,43,77,80,34,20,28,52,18,15,60,58,55,36,0,46,70,31,19,40,52,84,58,38
22,26,14,84,53,98,51,96,9,96,84,60,76,73,14,58,98,80,40,44,32,81,51,42,6,35,70,7,87,48,76,72,29,31,3,82,15,35,87,93,38,77,89,33,3,21,34,81,4,10,85,54,59,74,30,41,60,19,63,7,34,21,11,67,79,26,70,21,34,76,15,46,72,42,92,6,22,4,86,33,79,9,74,50,43,70,54,20,33,50,27,39,60,49,23,18,86,44,55,82,58,71,34,75,91,29,64,46,34,77,66,60,79,7,44,37,17,92,81,4,28,57,64,23,39,75,95,87,38,81,48,91,84,99,86,17,54,58,66,1,42,58,76,44,48,53,39,9,12,67
83,97,20,4,19,4,86,64,48,51,95,46,41,96,79,84,12,55,53,52,82,96,2,56,15,53,43,99,27,27,19,25,99,26,22,48,89,3,63,9,27,9,62,33,43,36,35,7,92,71,62,35,68,98,14,45,90,75,0,52,51,24,16,43,21,8,22,71,50,14,59,26,61,36,18,59,53,4,70,56,9,39,65,39,30,32,25,72,29,29,84,1,63,37,36,29,36,22,3,44,97,64,63,86,5,49,40,5,79,95,0,44,19,4,63,87,83,81,82,25,17,83,87,1,82,18,45,40,66,27,53,3,14,84,13,18,41,90,50,64,50,60,86,0,88,3,30,30,75,92
5,57,87,25,86,60,37,98,69,87,35,8,7,14,29,52,39,9,38,41,9,46,16,20,98,56,7,31,97,41,13,56,81,21,20,39,80,3,34,85,57,3,5,36,51,54,26,38,75,88,17,51,4,28,58,81,51,42,64,68,12,20,51,79,89,48,29,92,94,93,86,44,73,78,5,28,5,42,21,50,9,86,59,99,55,68,44,47,74,82,3,31,69,31,1,44,37,88,83,40,98,62,79,13,13,46,39,68,49,13,23,56,43,98,75,88,25,56,66,3,19,78,40,51,83,38,27,66,61,96,41,24,79,31,20,42,72,77,13,14,76,30,67,52,97,37,27,19,30,97
63,17,40,63,4,63,57,0,36,36,35,48,99,57,41,69,15,25,62,5,58,97,39,45,70,31,39,5,6,83,90,91,59,90,21,98,75,88,38,94,7,13,70,42,83,63,88,76,69,0,26,8,31,52,12,51,92,18,55,54,98,0,64,68,56,38,3,51,92,2,89,1,65,67,12,37,19,78,84,93,49,26,37,99,4,29,16,28,83,69,6,20,99,82,27,19,99,51,38,95,36,74,2,93,5,86,69,99,93,36,46,27,23,30,20,9,18,28,43,56,51,72,83,21,30,25,27,28,92,92,85,56,19,78,68,42,44,81,32,48,50,33,60,93,14,51,65,40,74,47
83,0,51,44,58,84,95,64,57,69,27,11,94,31,47,50,11,60,29,18,24,96,34,30,39,22,55,8,27,27,70,20,52,41,62,76,58,21,7,67,30,44,70,90,27,88,26,33,21,45,73,33,40,94,50,69,89,59,5,49,99,23,25,28,83,30,30,31,46,89,9,62,14,89,45,82,22,48,81,0,21,29,94,82,18,70,83,16,48,51,96,53,41,66,88,38,72,85,65,92,40,48,68,24,72,28,39,65,92,21,63,55,43,98,42,68,21,19,0,61,85,78,71,42,92,1,35,3,83,37,31,84,37,45,92,12,93,79,4,57,27,48,11,24,31,88,24,81,92,77
23,74,75,21,78,87,1,73,76,52,68,4,68,50,11,78,70,2,30,2,17,97,97,50,32,41,4,29,40,96,85,83,41,85,66,9,87,88,71,61,12,76,97,3,46,73,33,6,66,22,60,47,18,64,82,0,97,47,57,39,96,15,74,89,67,2,82,5,11,12,6,82,30,87,54,19,21,41,85,73,58,24,62,56,5,74,5,44,2,67,76,43,67,19,70,31,88,37,98,77,74,46,78,97,78,75,87,26,33,17,14,98,90,77,13,3,55,90,55,53,18,90,77,19,40,85,89,6,96,38,65,37,8,10,51,40,81,83,58,28,61,14,70,42,80,68,27,55,51,43
4,30,33,63,38,90,4,14,11,82,43,88,82,79,67,37,75,10,39,60,36,1,31,69,3,22,28,1,85,48,73,79,33,83,19,59,1,44,96,96,20,63,87,88,51,83,22,39,78,16,5,1,79,51,71,77,62,38,7,34,74,45,82,96,59,69,45,66,96,30,71,92,80,63,59,90,6,90,44,90,14,97,0,70,32,7,13,23,57,1,71,13,38,30,42,69,79,1,22,94,25,6,65,39,42,29,50,52,73,93,30,21,19,69,6,68,46,12,61,34,51,70,78,40,80,71,63,31,28,85,17,39,55,70,80,28,43,12,69,40,60,7,94,91,94,62,25,83,86,61
51,4,79,32,97,18,95,6,44,90,3,25,64,25,3,53,25,55,22,43,71,23,56,0,52,98,69,80,66,18,88,25,11,41,29,10,68,53,89,71,32,41,47,16,77,32,73,38,88,54,52,40,27,18,74,99,87,94,54,64,5,60,81,37,51,67,75,14,70,74,2,40,92,73,98,93,43,67,71,69,80,71,55,80,81,72,94,82,91,75,85,60,51,99,94,99,44,19,54,90,65,43,31,68,9,90,68,26,39,11,40,27,57,4,3,81,62,47,51,47,35,47,67,36,24,5,49,44,94,54,30,98,98,84,11,46,10,51,97,48,31,96,73,78,11,60,57,53,48,93
88,49,44,21,84,61,38,82,56,4,35,70,57,58,75,73,55,99,60,6,73,60,4,52,6,39,47,75,3,0,80,31,26,17,75,3,6,64,25,6,15,23,6,44,55,76,32,96,63,79,36,19,57,23,39,38,8,62,32,25,83,57,84,3,74,10,53,88,55,9,6,88,79,78,53,75,21,64,40,21,33,61,72,53,55,28,33,10,78,1,27,65,24,23,24,36,65,82,29,90,83,35,66,48,51,23,25,11,57,12,74,89,75,99,70,99,55,2,85,51,76,58,36,49,31,39,33,38,71,67,91,31,58,7,35,18,1,17,84,88,85,59,65,25,95,20,69,93,77,95
85,36,98,73,88,16,14,78,36,70,26,20,56,23,61,63,9,94,50,12,0,91,63,85,55,38,9,96,10,74,3,41,92,41,24,71,6,33,55,65,30,88,28,34,68,94,70,97,11,90,48,62,49,41,52,86,18,37,12,11,48,31,71,25,4,82,55,81,62,6,35,3,31,55,38,4,44,60,70,61,66,96,44,84,59,12,67,17,3,44,67,58,15,41,28,85,29,80,94,72,19,69,95,83,17,0,62,34,58,92,34,91,64,12,30,54,92,66,3,55,18,82,25,33,99,75,37,24,21,55,72,87,51,39,53,27,27,81,88,48,91,87,38,13,52,0,32,99,75,39
90,24,92,4,8,41,65,4,20,99,47,8,89,99,18,44,37,49,9,7,47,53,47,69,65,41,77,73,31,94,73,28,26,6,21,97,47,3,25,56,34,33,72,24,33,95,31,8,24,39,7,19,10,37,74,81,13,41,93,0,55,22,23,58,38,86,86,19,71,14,51,92,51,5,41,86,43,62,11,22,78,56,26,83,42,3,26,88,24,34,92,28,9,42,46,35,33,20,17,8,89,21,47,28,2,38,83,93,63,76,82,76,39,86,65,21,16,43,15,42,21,61,32,90,53,93,30,61,3,65,20,46,29,70,89,95,72,6,6,21,62,39,81,90,25,45,85,33,23,8
30,73,35,78,50,35,30,68,98,14,38,4,21,35,79,45,86,90,52,47,11,23,88,52,97,27,75,75,2,66,5,12,13,85,46,99,48,0,87,35,85,44,53,26,8,25,99,43,85,66,96,91,18,4,31,47,32,93,45,56,30,1,88,98,83,87,95,50,77,16,7,51,25,57,43,48,68,91,41,12,82,61,54,72,1,41,30,65,55,58,62,88,14,42,31,81,91,58,93,62,3,74,22,6,91,14,78,48,34,22,12,75,16,55,34,82,40,13,63,92,33,47,84,31,45,7,46,61,77,38,14,64,38,21,45,23,51,15,22,49,91,23,83,93,84,22,74,11,10,75
57,22,99,31,18,68,69,71,94,33,11,15,43,32,51,60,95,27,48,11,86,50,30,30,52,86,30,74,34,98,30,1,85,13,44,45,96,81,17,11,64,63,31,55,62,37,44,53,80,24,20,18,27,37,72,82,31,25,40,43,13,39,46,16,3,7,66,6,89,20,13,58,93,7,71,92,73,77,38,40,73,11,0,35,66,95,61,89,84,78,8,58,93,92,16,24,39,7,41,11,98,70,76,10,72,80,73,24,59,21,35,65,51,58,40,86,75,68,34,36,58,4,47,95,54,19,32,86,31,22,20,62,54,8,65,62,39,24,38,30,63,29,49,22,30,98,5,66,27,39
